T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
400,Jordan,2024,Consumer price index: General,110.7,Base: 2018=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
400,Jordan,2010,Consumer price index: Food,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
400,Jordan,2015,Consumer price index: Food,115.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
400,Jordan,2021,Consumer price index: Food,102.7,Base: 2018=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
400,Jordan,2023,Consumer price index: Food,106.8,Base: 2018=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
400,Jordan,2024,Consumer price index: Food,108.3,Base: 2018=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2000,Consumer price index: General,43.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2005,Consumer price index: General,61.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2015,Consumer price index: General,137.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2021,Consumer price index: General,218.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2023,Consumer price index: General,288.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2024,Consumer price index: General,313.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2005,Consumer price index: Food,58.6,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2015,Consumer price index: Food,136.8,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2021,Consumer price index: Food,231.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2023,Consumer price index: Food,317.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
398,Kazakhstan,2024,Consumer price index: Food,335.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2000,Consumer price index: General,38.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2005,Consumer price index: General,55.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2015,Consumer price index: General,150.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2021,Consumer price index: General,212.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2023,Consumer price index: General,246.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2024,Consumer price index: General,257.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
404,Kenya,2015,Consumer price index: Food,172.1,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
296,Kiribati,2010,Consumer price index: General,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
296,Kiribati,2015,Consumer price index: General,99.5,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
296,Kiribati,2021,Consumer price index: General,105.2,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
296,Kiribati,2023,Consumer price index: General,121.1,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
296,Kiribati,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
296,Kiribati,2015,Consumer price index: Food,94.1,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2000,Consumer price index: General,69.9,Estimate.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2005,Consumer price index: General,76.1,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2010,Consumer price index: General,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2015,Consumer price index: General,118.1,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2021,Consumer price index: General,133.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2023,Consumer price index: General,144.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2024,Consumer price index: General,148.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2010,Consumer price index: Food,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2015,Consumer price index: Food,124.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2021,Consumer price index: Food,125.0,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2023,Consumer price index: Food,142.6,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
414,Kuwait,2024,Consumer price index: Food,150.3,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2000,Consumer price index: General,49.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2005,Consumer price index: General,59.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2015,Consumer price index: General,146.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2021,Consumer price index: General,185.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2023,Consumer price index: General,233.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2024,Consumer price index: General,245.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2005,Consumer price index: Food,55.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2010,Consumer price index: Food,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2015,Consumer price index: Food,141.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2021,Consumer price index: Food,177.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2023,Consumer price index: Food,223.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
417,Kyrgyzstan,2024,Consumer price index: Food,227.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2000,Consumer price index: General,48.1,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2005,Consumer price index: General,78.5,Estimate.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2010,Consumer price index: General,100.0,Estimate.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Consumer price index: General,125.8,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2021,Consumer price index: General,148.2,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2023,Consumer price index: General,239.1,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Consumer price index: General,294.4,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Consumer price index: Food,146.6,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2000,Consumer price index: General,59.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2005,Consumer price index: General,72.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2015,Consumer price index: General,107.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2021,Consumer price index: General,121.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2023,Consumer price index: General,154.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2024,Consumer price index: General,156.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2000,Consumer price index: Food,53.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2005,Consumer price index: Food,69.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2010,Consumer price index: Food,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2015,Consumer price index: Food,110.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2021,Consumer price index: Food,128.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2023,Consumer price index: Food,176.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
428,Latvia,2024,Consumer price index: Food,181.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2010,Consumer price index: General,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2015,Consumer price index: General,115.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2021,Consumer price index: General,612.4,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2023,Consumer price index: General,"5,336.6",Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2024,Consumer price index: General,"7,751.1",Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2015,Consumer price index: Food,118.5,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2023,Consumer price index: Food,"23,291.7",Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
422,Lebanon,2024,Consumer price index: Food,"31,919.1",Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2000,Consumer price index: General,69.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2005,Consumer price index: General,97.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2015,Consumer price index: General,127.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2021,Consumer price index: General,173.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2023,Consumer price index: General,199.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2024,Consumer price index: General,212.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2005,Consumer price index: Food,61.9,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
426,Lesotho,2015,Consumer price index: Food,138.4,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
430,Liberia,2005,Consumer price index: General,61.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
430,Liberia,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
430,Liberia,2015,Consumer price index: General,147.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
430,Liberia,2021,Consumer price index: General,357.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
430,Liberia,2023,Consumer price index: General,423.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
430,Liberia,2010,Consumer price index: Food,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
430,Liberia,2015,Consumer price index: Food,162.5,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
434,Libya,2000,Consumer price index: General,98.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
434,Libya,2005,Consumer price index: General,79.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
434,Libya,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
434,Libya,2015,Consumer price index: General,142.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
434,Libya,2021,Consumer price index: General,260.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
434,Libya,2023,Consumer price index: General,278.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2000,Consumer price index: General,74.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2005,Consumer price index: General,77.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2015,Consumer price index: General,107.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2021,Consumer price index: General,125.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2023,Consumer price index: General,163.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2024,Consumer price index: General,165.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2000,Consumer price index: Food,68.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2005,Consumer price index: Food,72.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2015,Consumer price index: Food,113.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2021,Consumer price index: Food,130.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2023,Consumer price index: Food,188.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
440,Lithuania,2024,Consumer price index: Food,187.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2000,Consumer price index: General,80.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2005,Consumer price index: General,89.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2015,Consumer price index: General,109.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2021,Consumer price index: General,119.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2023,Consumer price index: General,131.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2024,Consumer price index: General,133.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2000,Consumer price index: Food,76.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2005,Consumer price index: Food,87.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2015,Consumer price index: Food,110.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2021,Consumer price index: Food,123.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2023,Consumer price index: Food,146.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
442,Luxembourg,2024,Consumer price index: Food,149.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2000,Consumer price index: General,37.7,Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2005,Consumer price index: General,62.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2015,Consumer price index: General,139.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2021,Consumer price index: General,137.3,Data refer to 7 cities only.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2023,Consumer price index: General,163.2,Data refer to 7 cities only.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2015,Consumer price index: Food,140.4,Data refer to 7 cities only.;Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages and tobacco.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2021,Consumer price index: Food,141.6,Data refer to 7 cities only.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
450,Madagascar,2023,Consumer price index: Food,173.7,Data refer to 7 cities only.;Base: 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
454,Malawi,2000,Consumer price index: General,32.4,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
454,Malawi,2005,Consumer price index: General,64.2,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
454,Malawi,2010,Consumer price index: General,100.0,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
454,Malawi,2015,Consumer price index: General,250.6,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
454,Malawi,2021,Consumer price index: General,496.8,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
454,Malawi,2023,Consumer price index: General,773.9,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
454,Malawi,2024,Consumer price index: General,"1,023.0",Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
454,Malawi,2015,Consumer price index: Food,185.1,Estimate.;Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
458,Malaysia,2000,Consumer price index: General,80.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
458,Malaysia,2005,Consumer price index: General,87.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
458,Malaysia,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
458,Malaysia,2015,Consumer price index: General,112.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
458,Malaysia,2021,Consumer price index: General,123.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
458,Malaysia,2023,Consumer price index: General,130.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
